ObjectId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Bond_Type,Type_of_Issuer,Use_of_Proceed,Principal_Currency,Unit,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
550,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.001289735
551,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Ugandan Shilling,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.005170068
552,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Ugandan Shilling,Share,,,,,,,,,,,,,,,,,,,0.000566751
553,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Uruguayan Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.006493506
554,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,Uruguayan Peso,Share,,,,,,,,,,,,,,,,,,,0.000711828
555,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,243.5115648
556,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,26.69411728
557,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,West African CFA Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,10.51291847
558,World,,WLD,Cumulative Social Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Social Bond,Not Applicable,Not Applicable,West African CFA Franc,Share,,,,,,,,,,,,,,,,,,,1.152442509
559,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.157800561
560,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Argentinian Peso,Share,,,,,,,,,,,,,,,,,,,0.014214941
561,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.013358023
562,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Armenian Dram,Share,,,,,,,,,,,,,,,,,,,0.001203313
563,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,36.60746353
564,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,3.297662148
565,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,7.892211903
566,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.710943779
567,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,71.78891678
568,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,6.466866883
569,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,24.98268878
570,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,2.250482803
571,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.705277284
572,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,0.243695947
573,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.59271624
574,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.05339288
575,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,10.9444262
576,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,0.985892399
577,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.457257416
578,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.04119052
579,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Euro,Billion US Dollars,,,,,,,,,,,,,,,,,,,234.5192889
580,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Euro,Share,,,,,,,,,,,,,,,,,,,21.12589367
581,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.059543541
582,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Georgian Lari,Share,,,,,,,,,,,,,,,,,,,0.005363783
583,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.947944613
584,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Hong Kong Dollar,Share,,,,,,,,,,,,,,,,,,,0.175474141
585,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.702399988
586,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indian Rupee,Share,,,,,,,,,,,,,,,,,,,0.153355066
587,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.791483591
588,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Indonesian Rupiah,Share,,,,,,,,,,,,,,,,,,,0.071298179
589,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,Billion US Dollars,,,,,,,,,,,,,,,,,,,22.21434068
590,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Japanese Yen,Share,,,,,,,,,,,,,,,,,,,2.001105331
591,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.594053357
592,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kazakhstani Tenge,Share,,,,,,,,,,,,,,,,,,,0.05351333
593,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.004651162
594,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Kenyan Shilling,Share,,,,,,,,,,,,,,,,,,,0.000418985
595,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.47800157
596,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Malaysian Ringgit,Share,,,,,,,,,,,,,,,,,,,1.033957769
597,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,23.85195206
598,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Peso,Share,,,,,,,,,,,,,,,,,,,2.14862413
599,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.333641576
600,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Mexican Unidad de Inversion,Share,,,,,,,,,,,,,,,,,,,0.030054997
601,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.012325234
602,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Namibian Dollar,Share,,,,,,,,,,,,,,,,,,,0.001110278
603,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.97079324
604,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,New Zealand Dollar,Share,,,,,,,,,,,,,,,,,,,1.078349275
605,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.598298894
606,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Norwegian Krone,Share,,,,,,,,,,,,,,,,,,,0.414222531
607,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.025349545
608,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Paraguayan Guarani,Share,,,,,,,,,,,,,,,,,,,0.00228353
609,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,Billion US Dollars,,,,,,,,,,,,,,,,,,,11.04371923
610,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Peruvian Sol,Share,,,,,,,,,,,,,,,,,,,0.994836882
611,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.447971321
612,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Philippine Peso,Share,,,,,,,,,,,,,,,,,,,0.40068077
613,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.141139417
614,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Polish Zloty,Share,,,,,,,,,,,,,,,,,,,0.102795766
615,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.317498597
616,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Romanian Leu,Share,,,,,,,,,,,,,,,,,,,0.02860081
617,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.364297319
618,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Russian Ruble,Share,,,,,,,,,,,,,,,,,,,0.032816518
619,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.026975991
620,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Rwandan Franc,Share,,,,,,,,,,,,,,,,,,,0.002430043
621,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.442845087
622,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Singapore Dollar,Share,,,,,,,,,,,,,,,,,,,0.039892233
623,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.016401814
624,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South African Rand,Share,,,,,,,,,,,,,,,,,,,0.091559192
625,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,Billion US Dollars,,,,,,,,,,,,,,,,,,,21.8622632
626,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,South Korean Won,Share,,,,,,,,,,,,,,,,,,,1.969389597
627,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.925818003
628,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swedish Krona,Share,,,,,,,,,,,,,,,,,,,0.533807695
629,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.672807324
630,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Swiss Franc,Share,,,,,,,,,,,,,,,,,,,0.150689309
631,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.380890221
632,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Taiwanese Dollar,Share,,,,,,,,,,,,,,,,,,,0.124392924
633,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,Billion US Dollars,,,,,,,,,,,,,,,,,,,16.63848402
634,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Thai Baht,Share,,,,,,,,,,,,,,,,,,,1.498822745
635,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.322759977
636,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Turkish Lira,Share,,,,,,,,,,,,,,,,,,,0.029074764
637,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.008347856
638,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Ukrainian Hryvnia,Share,,,,,,,,,,,,,,,,,,,0.000751989
639,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.525175584
640,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uruguayan Peso,Share,,,,,,,,,,,,,,,,,,,0.047308704
641,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,571.9736266
642,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,US Dollar,Share,,,,,,,,,,,,,,,,,,,51.5243504
643,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.736615558
644,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Uzbekistani Sum,Share,,,,,,,,,,,,,,,,,,,0.066355574
645,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.009696491
646,World,,WLD,Cumulative Sustainability Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Sustainability Bond,Not Applicable,Not Applicable,Vietnamese Dong,Share,,,,,,,,,,,,,,,,,,,0.000873476
647,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,1.754027567
648,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Australian Dollar,Share,,,,,,,,,,,,,,,,,,,0.504128665
649,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,Billion US Dollars,,,,,,,,,,,,,,,,,,,2.345497548
650,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Brazilian Real,Share,,,,,,,,,,,,,,,,,,,0.674124267
651,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,British Pound,Billion US Dollars,,,,,,,,,,,,,,,,,,,5.05197216
652,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,British Pound,Share,,,,,,,,,,,,,,,,,,,1.451997692
653,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,Billion US Dollars,,,,,,,,,,,,,,,,,,,4.289732768
654,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Canadian Dollar,Share,,,,,,,,,,,,,,,,,,,1.232920903
655,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,3.946141845
656,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Peso,Share,,,,,,,,,,,,,,,,,,,1.134168731
657,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.980736
658,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chilean Unidad de Fomento,Share,,,,,,,,,,,,,,,,,,,0.281875348
659,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,Billion US Dollars,,,,,,,,,,,,,,,,,,,20.9689881
660,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Chinese Yuan,Share,,,,,,,,,,,,,,,,,,,6.026739928
661,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,Billion US Dollars,,,,,,,,,,,,,,,,,,,0.012096286
662,World,,WLD,Cumulative Sustainability Linked Bond Issuances by Type of Currency,Refinitiv; Country authorities; IMF staff calculations.,,,,Linked Bond,Not Applicable,Not Applicable,Colombian Peso,Share,,,,,,,,,,,,,,,,,,,0.003476618
